Region,Country,Item_Type,Sales_Channel,Order_Priority,Order_Date,Order_ID,Ship_Date,Units_Sold,Unit_Price,Unit_Cost,errorMessage
Asia,India,Personal Care,Online,M,29/07/15,314501941,14/08/15,6968,81.73,56.67, Region.matches("Europe") == true failed
Asia,Sri Lanka,Cereal,Online,H,13/03/13,265217959,06/04/13,2743,205.7,117.11, Region.matches("Europe") == true failed
Asia,India,Clothes,Online,H,14/04/10,759252107,21/04/10,8425,109.28,35.84, Region.matches("Europe") == true failed
Asia,India,Cosmetics,Online,H,22/10/15,752092969,23/11/15,9878,437.2,263.33, Region.matches("Europe") == true failed
Asia,Indonesia,Household,Offline,H,19/11/10,633052670,03/12/10,3208,668.27,502.54, Region.matches("Europe") == true failed
Asia,India,Clothes,Offline,H,13/10/12,971797645,26/10/12,5373,109.28,35.84, Region.matches("Europe") == true failed
Asia,India,Personal Care,Online,M,15/12/10,145488011,06/01/11,1990,81.73,56.67, Region.matches("Europe") == true failed
Asia,Sri Lanka,Office Supplies,Online,H,02/09/11,904179370,03/09/11,5623,651.21,524.96, Region.matches("Europe") == true failed
Asia,Sri Lanka,Cosmetics,Online,H,08/01/16,987579762,18/02/16,5653,437.2,263.33, Region.matches("Europe") == true failed
Asia,Sri Lanka,Personal Care,Offline,M,29/11/16,982535064,13/12/16,2814,81.73,56.67, Region.matches("Europe") == true failed
Asia,Sri Lanka,Meat,Online,M,06/02/13,958309352,27/03/13,3888,421.89,364.69, Region.matches("Europe") == true failed
Asia,Indonesia,Vegetables,Offline,H,08/01/15,532840192,09/01/15,8109,154.06,90.93, Region.matches("Europe") == true failed
Asia,Sri Lanka,Vegetables,Offline,M,13/10/13,110719716,29/10/13,3279,154.06,90.93, Region.matches("Europe") == true failed
Asia,Indonesia,Vegetables,Offline,H,24/06/15,151280725,25/06/15,6183,154.06,90.93, Region.matches("Europe") == true failed
Asia,Indonesia,Snacks,Online,M,25/03/12,421198070,24/04/12,724,152.58,97.44, Region.matches("Europe") == true failed
Asia,Indonesia,Snacks,Online,M,12/04/11,283174169,19/04/11,6384,152.58,97.44, Region.matches("Europe") == true failed
Asia,India,Meat,Online,M,09/07/16,602597796,23/07/16,934,421.89,364.69, Region.matches("Europe") == true failed
Asia,India,Meat,Offline,H,06/08/10,471831738,10/09/10,4351,421.89,364.69, Region.matches("Europe") == true failed
Asia,Sri Lanka,Vegetables,Online,H,19/03/15,842791545,31/03/15,9602,154.06,90.93, Region.matches("Europe") == true failed
Asia,Indonesia,Beverages,Offline,H,08/03/10,505034911,31/03/10,9908,47.45,31.79, Region.matches("Europe") == true failed
Asia,Indonesia,Cosmetics,Offline,H,22/02/12,745780551,19/03/12,1893,437.2,263.33, Region.matches("Europe") == true failed
Asia,Sri Lanka,Cosmetics,Online,M,19/07/11,308609235,21/08/11,3185,437.2,263.33, Region.matches("Europe") == true failed
Asia,India,Vegetables,Offline,H,09/08/13,529639995,20/08/13,1099,154.06,90.93, Region.matches("Europe") == true failed
Asia,Indonesia,Personal Care,Offline,H,20/11/14,127408206,10/12/14,1774,81.73,56.67, Region.matches("Europe") == true failed
Asia,Sri Lanka,Clothes,Online,M,29/11/12,500804746,06/01/13,8108,109.28,35.84, Region.matches("Europe") == true failed
Asia,India,Beverages,Offline,H,29/11/12,976800715,02/12/12,5893,47.45,31.79, Region.matches("Europe") == true failed
Asia,Indonesia,Cereal,Offline,M,21/02/11,777742183,18/03/11,50,205.7,117.11, Region.matches("Europe") == true failed
Asia,India,Beverages,Offline,H,08/06/15,499637019,21/06/15,2552,47.45,31.79, Region.matches("Europe") == true failed
Asia,Sri Lanka,Baby Food,Online,M,07/12/15,368474853,03/01/16,8752,255.28,159.42, Region.matches("Europe") == true failed
Asia,Indonesia,Cosmetics,Online,M,31/01/14,470423686,02/02/14,7677,437.2,263.33, Region.matches("Europe") == true failed
Asia,India,Fruits,Offline,H,20/03/17,508557403,24/03/17,2292,9.33,6.92, Region.matches("Europe") == true failed
Asia,Sri Lanka,Snacks,Online,M,06/06/10,276491820,11/07/10,8929,152.58,97.44, Region.matches("Europe") == true failed
Asia,Indonesia,Baby Food,Online,H,26/12/15,171293008,10/01/16,8262,255.28,159.42, Region.matches("Europe") == true failed
Asia,Indonesia,Vegetables,Offline,H,11/10/15,538181006,10/11/15,8574,154.06,90.93, Region.matches("Europe") == true failed
Asia,Sri Lanka,Fruits,Online,M,21/04/16,620930802,06/06/16,6078,9.33,6.92, Region.matches("Europe") == true failed
Asia,India,Fruits,Offline,M,15/02/11,614760005,18/03/11,2,9.33,6.92, Region.matches("Europe") == true failed
Asia,Indonesia,Beverages,Online,H,05/11/13,226592004,28/11/13,2464,47.45,31.79, Region.matches("Europe") == true failed
Asia,Indonesia,Beverages,Offline,H,15/03/10,493267524,10/04/10,7677,47.45,31.79, Region.matches("Europe") == true failed
Asia,Sri Lanka,Beverages,Offline,H,05/08/12,653541743,04/09/12,6380,47.45,31.79, Region.matches("Europe") == true failed
Asia,Sri Lanka,Vegetables,Offline,M,29/09/12,694086015,01/11/12,4331,154.06,90.93, Region.matches("Europe") == true failed
Asia,India,Cereal,Offline,H,08/02/16,238993251,18/02/16,2269,205.7,117.11, Region.matches("Europe") == true failed
Asia,India,Cereal,Offline,M,15/06/15,400494849,30/07/15,4181,205.7,117.11, Region.matches("Europe") == true failed
Asia,India,Baby Food,Offline,H,24/01/11,515378797,08/03/11,894,255.28,159.42, Region.matches("Europe") == true failed
Asia,India,Office Supplies,Offline,H,03/09/12,229776751,20/09/12,4902,651.21,524.96, Region.matches("Europe") == true failed
Asia,Indonesia,Personal Care,Offline,M,02/03/10,100984799,05/04/10,2501,81.73,56.67, Region.matches("Europe") == true failed
Asia,Sri Lanka,Beverages,Online,M,24/01/10,599214351,14/03/10,9697,47.45,31.79, Region.matches("Europe") == true failed
Asia,Sri Lanka,Baby Food,Online,M,15/01/16,472620093,20/02/16,7643,255.28,159.42, Region.matches("Europe") == true failed
Asia,Sri Lanka,Cosmetics,Online,H,15/09/13,835731112,18/09/13,263,437.2,263.33, Region.matches("Europe") == true failed
Asia,India,Baby Food,Online,M,20/04/16,743806445,20/05/16,7711,255.28,159.42, Region.matches("Europe") == true failed
Asia,Indonesia,Meat,Online,H,14/01/10,686548793,04/02/10,3899,421.89,364.69, Region.matches("Europe") == true failed
Asia,India,Cosmetics,Online,M,27/04/15,391870582,02/05/15,2068,437.2,263.33, Region.matches("Europe") == true failed
Asia,Indonesia,Cereal,Online,H,24/03/12,924390351,30/04/12,6502,205.7,117.11, Region.matches("Europe") == true failed
Asia,India,Vegetables,Online,H,11/04/14,356371009,11/05/14,6956,154.06,90.93, Region.matches("Europe") == true failed
Asia,Sri Lanka,Personal Care,Offline,H,29/01/12,320475327,17/03/12,4626,81.73,56.67, Region.matches("Europe") == true failed
Asia,Indonesia,Personal Care,Online,M,08/02/17,250719010,02/03/17,2182,81.73,56.67, Region.matches("Europe") == true failed
Asia,Indonesia,Baby Food,Online,H,22/11/10,308231151,08/01/11,1302,255.28,159.42, Region.matches("Europe") == true failed
Asia,Sri Lanka,Office Supplies,Online,H,30/06/11,697031724,06/07/11,6032,651.21,524.96, Region.matches("Europe") == true failed
Asia,Sri Lanka,Cereal,Offline,M,30/07/13,236539781,04/09/13,6232,205.7,117.11, Region.matches("Europe") == true failed
Asia,India,Baby Food,Offline,H,13/01/17,538856494,17/01/17,8466,255.28,159.42, Region.matches("Europe") == true failed
Asia,Sri Lanka,Meat,Online,M,09/01/15,694719874,31/01/15,1904,421.89,364.69, Region.matches("Europe") == true failed
Asia,India,Cereal,Online,H,25/01/12,768172490,14/03/12,8165,205.7,117.11, Region.matches("Europe") == true failed
Asia,Sri Lanka,Beverages,Online,H,07/04/17,849950683,15/05/17,8150,47.45,31.79, Region.matches("Europe") == true failed
Asia,India,Meat,Online,M,15/02/14,272139346,04/03/14,935,421.89,364.69, Region.matches("Europe") == true failed
Asia,Indonesia,Clothes,Online,H,09/12/10,597750508,31/12/10,6514,109.28,35.84, Region.matches("Europe") == true failed
Asia,Indonesia,Vegetables,Offline,H,12/05/13,219489943,11/06/13,807,154.06,90.93, Region.matches("Europe") == true failed
Asia,India,Meat,Online,M,09/06/17,764156472,10/07/17,9736,421.89,364.69, Region.matches("Europe") == true failed
Asia,Indonesia,Baby Food,Offline,M,20/06/14,223308551,02/07/14,817,255.28,159.42, Region.matches("Europe") == true failed
Asia,India,Vegetables,Online,H,13/07/12,149166285,15/07/12,474,154.06,90.93, Region.matches("Europe") == true failed
Asia,Indonesia,Meat,Online,M,17/03/16,164767730,15/04/16,7288,421.89,364.69, Region.matches("Europe") == true failed
Asia,Sri Lanka,Vegetables,Offline,H,09/04/13,130773627,23/04/13,7677,154.06,90.93, Region.matches("Europe") == true failed
Asia,Sri Lanka,Cosmetics,Online,M,04/02/17,690111625,04/02/17,8220,437.2,263.33, Region.matches("Europe") == true failed
Asia,India,Meat,Offline,H,09/12/12,465462243,26/01/13,9476,421.89,364.69, Region.matches("Europe") == true failed
Asia,Indonesia,Baby Food,Offline,M,01/05/10,807703530,09/06/10,6278,255.28,159.42, Region.matches("Europe") == true failed
Asia,Sri Lanka,Beverages,Online,M,08/12/13,591759097,29/12/13,3522,47.45,31.79, Region.matches("Europe") == true failed
Asia,India,Meat,Offline,M,24/06/10,538814866,13/07/10,6147,421.89,364.69, Region.matches("Europe") == true failed
Asia,Indonesia,Baby Food,Online,M,03/07/13,846980082,15/07/13,9083,255.28,159.42, Region.matches("Europe") == true failed
Asia,Sri Lanka,Fruits,Online,H,30/03/11,599650800,02/04/11,8852,9.33,6.92, Region.matches("Europe") == true failed
Asia,India,Baby Food,Offline,M,30/04/10,870400702,12/06/10,9765,255.28,159.42, Region.matches("Europe") == true failed
Asia,Sri Lanka,Personal Care,Online,M,09/11/11,283313214,02/12/11,7531,81.73,56.67, Region.matches("Europe") == true failed
Asia,India,Cereal,Online,H,17/06/17,930759847,11/07/17,1377,205.7,117.11, Region.matches("Europe") == true failed
Asia,Indonesia,Beverages,Offline,H,18/07/12,486898028,26/08/12,2801,47.45,31.79, Region.matches("Europe") == true failed
Asia,India,Beverages,Offline,M,13/05/10,934240710,01/06/10,1442,47.45,31.79, Region.matches("Europe") == true failed
Asia,India,Cosmetics,Online,M,12/07/11,268502700,03/08/11,4770,437.2,263.33, Region.matches("Europe") == true failed
Asia,India,Snacks,Online,M,02/01/14,754939973,09/02/14,2369,152.58,97.44, Region.matches("Europe") == true failed
Asia,India,Household,Online,H,17/04/13,729685580,30/04/13,9033,668.27,502.54, Region.matches("Europe") == true failed
Asia,Indonesia,Personal Care,Online,H,15/12/10,760732686,01/01/11,6562,81.73,56.67, Region.matches("Europe") == true failed
Asia,Indonesia,Beverages,Online,H,17/03/12,123532521,22/03/12,4873,47.45,31.79, Region.matches("Europe") == true failed
Asia,Indonesia,Cereal,Online,H,04/05/17,775684821,11/05/17,1231,205.7,117.11, Region.matches("Europe") == true failed
Asia,Indonesia,Fruits,Offline,H,04/08/14,818878686,05/09/14,3255,9.33,6.92, Region.matches("Europe") == true failed
Asia,Indonesia,Personal Care,Offline,H,21/06/13,961510837,17/07/13,1278,81.73,56.67, Region.matches("Europe") == true failed
Asia,Indonesia,Meat,Offline,M,23/06/13,370943772,10/08/13,9360,421.89,364.69, Region.matches("Europe") == true failed
Asia,Sri Lanka,Household,Offline,M,10/12/14,428735291,20/01/15,1155,668.27,502.54, Region.matches("Europe") == true failed
Asia,Sri Lanka,Personal Care,Online,H,22/02/14,224871098,28/02/14,3210,81.73,56.67, Region.matches("Europe") == true failed
Asia,Indonesia,Meat,Offline,H,02/04/15,704685676,07/04/15,1006,421.89,364.69, Region.matches("Europe") == true failed
Asia,Indonesia,Personal Care,Offline,M,06/08/16,580205857,17/09/16,4661,81.73,56.67, Region.matches("Europe") == true failed
Asia,Sri Lanka,Clothes,Offline,H,18/11/13,714436042,22/12/13,6356,109.28,35.84, Region.matches("Europe") == true failed
Asia,India,Clothes,Offline,M,10/01/11,998418462,13/02/11,3065,109.28,35.84, Region.matches("Europe") == true failed
Asia,Indonesia,Household,Offline,M,16/08/10,532050549,29/08/10,4436,668.27,502.54, Region.matches("Europe") == true failed
Asia,Indonesia,Office Supplies,Online,M,15/07/15,425411498,16/08/15,7571,651.21,524.96, Region.matches("Europe") == true failed
Asia,India,Baby Food,Offline,M,03/04/14,915018069,18/05/14,3035,255.28,159.42, Region.matches("Europe") == true failed
Asia,Indonesia,Office Supplies,Offline,H,10/09/11,865215671,23/09/11,5399,651.21,524.96, Region.matches("Europe") == true failed
Asia,Indonesia,Vegetables,Offline,M,14/10/12,643354928,01/12/12,1875,154.06,90.93, Region.matches("Europe") == true failed
Asia,Indonesia,Cosmetics,Offline,M,19/10/16,276015031,20/11/16,7836,437.2,263.33, Region.matches("Europe") == true failed
Asia,Indonesia,Baby Food,Online,H,19/08/15,632320106,26/08/15,6426,255.28,159.42, Region.matches("Europe") == true failed
Asia,Sri Lanka,Clothes,Offline,M,23/02/10,865198934,25/03/10,446,109.28,35.84, Region.matches("Europe") == true failed
Asia,India,Meat,Offline,M,04/01/12,537729108,02/02/12,4847,421.89,364.69, Region.matches("Europe") == true failed
Asia,Indonesia,Clothes,Offline,H,23/04/11,124956023,26/05/11,6119,109.28,35.84, Region.matches("Europe") == true failed
Asia,Indonesia,Cereal,Offline,H,20/05/10,550343215,06/07/10,7642,205.7,117.11, Region.matches("Europe") == true failed
Asia,India,Household,Offline,H,31/01/13,458697926,14/03/13,7765,668.27,502.54, Region.matches("Europe") == true failed
Asia,Sri Lanka,Office Supplies,Online,H,16/01/12,431384885,28/01/12,5229,651.21,524.96, Region.matches("Europe") == true failed
Asia,India,Snacks,Online,H,13/03/10,643339478,14/03/10,7303,152.58,97.44, Region.matches("Europe") == true failed
Asia,India,Office Supplies,Online,M,04/09/15,568719136,04/09/15,5485,651.21,524.96, Region.matches("Europe") == true failed
Asia,Sri Lanka,Beverages,Offline,M,10/06/15,773569095,01/07/15,5140,47.45,31.79, Region.matches("Europe") == true failed
Asia,Indonesia,Clothes,Online,M,15/09/16,509601533,24/09/16,1273,109.28,35.84, Region.matches("Europe") == true failed
Asia,Indonesia,Meat,Offline,H,02/10/13,460178506,03/10/13,5901,421.89,364.69, Region.matches("Europe") == true failed
Asia,Indonesia,Vegetables,Online,M,14/05/13,441548097,13/06/13,2749,154.06,90.93, Region.matches("Europe") == true failed
Asia,Sri Lanka,Cosmetics,Online,M,20/04/12,313950049,01/05/12,3651,437.2,263.33, Region.matches("Europe") == true failed
Asia,Sri Lanka,Office Supplies,Offline,H,15/05/10,264485394,01/06/10,5961,651.21,524.96, Region.matches("Europe") == true failed
Asia,Indonesia,Office Supplies,Offline,M,14/07/10,678262269,03/08/10,1733,651.21,524.96, Region.matches("Europe") == true failed
Asia,Sri Lanka,Cosmetics,Online,H,13/08/12,467024791,24/09/12,1869,437.2,263.33, Region.matches("Europe") == true failed
Asia,Indonesia,Fruits,Online,M,05/04/17,731758391,02/05/17,2424,9.33,6.92, Region.matches("Europe") == true failed
Asia,Indonesia,Beverages,Offline,H,10/08/10,984313046,23/08/10,8959,47.45,31.79, Region.matches("Europe") == true failed
Asia,Indonesia,Cereal,Online,H,07/12/15,931845605,21/12/15,2677,205.7,117.11, Region.matches("Europe") == true failed
Asia,India,Cosmetics,Online,H,07/06/15,102829301,27/06/15,8330,437.2,263.33, Region.matches("Europe") == true failed
Asia,Indonesia,Snacks,Offline,H,03/06/16,788875710,06/07/16,4708,152.58,97.44, Region.matches("Europe") == true failed
Asia,Indonesia,Meat,Offline,H,07/07/14,687577474,06/08/14,8309,421.89,364.69, Region.matches("Europe") == true failed
Asia,Sri Lanka,Cosmetics,Online,M,31/08/10,210890567,13/10/10,6060,437.2,263.33, Region.matches("Europe") == true failed
Asia,Sri Lanka,Vegetables,Offline,H,13/07/12,201040208,23/07/12,1120,154.06,90.93, Region.matches("Europe") == true failed
Asia,Sri Lanka,Fruits,Online,M,06/07/11,244769227,12/07/11,1508,9.33,6.92, Region.matches("Europe") == true failed
Asia,Sri Lanka,Cereal,Offline,M,02/07/13,874176394,05/07/13,7076,205.7,117.11, Region.matches("Europe") == true failed
Asia,Indonesia,Vegetables,Offline,H,06/06/16,376679408,21/07/16,6662,154.06,90.93, Region.matches("Europe") == true failed
Asia,Indonesia,Snacks,Offline,H,26/02/12,158834683,13/04/12,1567,152.58,97.44, Region.matches("Europe") == true failed
Asia,Indonesia,Household,Offline,M,25/04/11,434388959,29/04/11,4201,668.27,502.54, Region.matches("Europe") == true failed
Asia,Indonesia,Snacks,Online,M,19/09/14,867569148,22/10/14,1845,152.58,97.44, Region.matches("Europe") == true failed
Asia,Sri Lanka,Personal Care,Offline,H,10/03/17,171769797,28/03/17,9355,81.73,56.67, Region.matches("Europe") == true failed
Asia,India,Cereal,Offline,H,27/01/16,175153243,01/03/16,592,205.7,117.11, Region.matches("Europe") == true failed
Asia,India,Vegetables,Online,M,28/06/14,849416816,30/06/14,167,154.06,90.93, Region.matches("Europe") == true failed
Asia,India,Clothes,Online,M,20/02/12,455357396,09/04/12,9227,109.28,35.84, Region.matches("Europe") == true failed
Asia,India,Office Supplies,Online,H,18/06/15,975673329,16/07/15,2275,651.21,524.96, Region.matches("Europe") == true failed
Asia,India,Beverages,Online,M,13/04/16,842948615,01/06/16,6082,47.45,31.79, Region.matches("Europe") == true failed
Asia,Indonesia,Cosmetics,Offline,M,16/05/14,191149508,14/06/14,4242,437.2,263.33, Region.matches("Europe") == true failed
Asia,Indonesia,Beverages,Online,M,03/10/14,844034373,11/11/14,7382,47.45,31.79, Region.matches("Europe") == true failed
Asia,India,Vegetables,Offline,M,29/06/10,764494216,17/07/10,9682,154.06,90.93, Region.matches("Europe") == true failed
Asia,Indonesia,Cereal,Online,M,02/12/15,265671145,14/12/15,6851,205.7,117.11, Region.matches("Europe") == true failed
Asia,Sri Lanka,Clothes,Online,M,18/05/14,618774735,29/05/14,8050,109.28,35.84, Region.matches("Europe") == true failed
Asia,Sri Lanka,Cereal,Offline,M,23/10/11,719044291,28/10/11,39,205.7,117.11, Region.matches("Europe") == true failed
Asia,India,Cosmetics,Online,M,11/07/10,915709006,27/07/10,7499,437.2,263.33, Region.matches("Europe") == true failed
Asia,Sri Lanka,Cosmetics,Online,H,06/08/11,138623702,17/08/11,689,437.2,263.33, Region.matches("Europe") == true failed
Asia,Indonesia,Fruits,Offline,M,13/05/17,898600804,23/06/17,4802,9.33,6.92, Region.matches("Europe") == true failed
Asia,Sri Lanka,Fruits,Offline,H,11/07/11,910943686,19/07/11,7335,9.33,6.92, Region.matches("Europe") == true failed
Asia,Indonesia,Beverages,Offline,H,29/10/13,238359391,18/11/13,4696,47.45,31.79, Region.matches("Europe") == true failed
Asia,Sri Lanka,Household,Offline,M,01/01/14,956885850,22/01/14,2642,668.27,502.54, Region.matches("Europe") == true failed
Asia,Sri Lanka,Fruits,Offline,H,02/01/13,795088136,05/02/13,3103,9.33,6.92, Region.matches("Europe") == true failed
Asia,Sri Lanka,Cosmetics,Offline,M,07/11/15,102490270,23/12/15,8003,437.2,263.33, Region.matches("Europe") == true failed
Asia,Sri Lanka,Meat,Online,M,23/09/10,838141667,27/09/10,3600,421.89,364.69, Region.matches("Europe") == true failed
Asia,Indonesia,Fruits,Online,H,05/06/16,464054191,21/06/16,2802,9.33,6.92, Region.matches("Europe") == true failed
Asia,Indonesia,Cosmetics,Online,M,27/12/14,865807902,13/01/15,653,437.2,263.33, Region.matches("Europe") == true failed
Asia,India,Personal Care,Online,H,25/06/15,876531159,04/07/15,3903,81.73,56.67, Region.matches("Europe") == true failed
Asia,Sri Lanka,Vegetables,Online,M,23/03/17,695114696,04/05/17,8740,154.06,90.93, Region.matches("Europe") == true failed
Asia,Sri Lanka,Personal Care,Offline,H,03/09/11,816804587,04/10/11,9483,81.73,56.67, Region.matches("Europe") == true failed
Asia,India,Cosmetics,Online,H,11/04/15,783914268,09/05/15,6507,437.2,263.33, Region.matches("Europe") == true failed
Asia,Sri Lanka,Beverages,Offline,M,12/01/11,875542819,03/03/11,1432,47.45,31.79, Region.matches("Europe") == true failed
Asia,Indonesia,Household,Offline,M,26/06/10,388742911,09/08/10,6521,668.27,502.54, Region.matches("Europe") == true failed
Asia,Indonesia,Fruits,Offline,H,07/04/11,560687100,22/04/11,8628,9.33,6.92, Region.matches("Europe") == true failed
Asia,Sri Lanka,Cosmetics,Online,M,24/11/14,864466369,17/12/14,3664,437.2,263.33, Region.matches("Europe") == true failed
Asia,Sri Lanka,Snacks,Online,H,26/02/16,580386531,10/04/16,8127,152.58,97.44, Region.matches("Europe") == true failed
Asia,Sri Lanka,Beverages,Online,M,01/04/16,830982530,30/04/16,5052,47.45,31.79, Region.matches("Europe") == true failed
Asia,India,Vegetables,Offline,M,22/09/12,653979480,14/10/12,5916,154.06,90.93, Region.matches("Europe") == true failed
Asia,Sri Lanka,Cosmetics,Online,M,15/07/13,850641620,23/07/13,2613,437.2,263.33, Region.matches("Europe") == true failed
Asia,Sri Lanka,Meat,Online,M,26/02/13,110381972,26/03/13,3333,421.89,364.69, Region.matches("Europe") == true failed
Asia,Indonesia,Office Supplies,Offline,H,09/12/15,607024085,26/01/16,771,651.21,524.96, Region.matches("Europe") == true failed
Asia,Sri Lanka,Personal Care,Offline,H,16/08/12,954828488,19/08/12,3823,81.73,56.67, Region.matches("Europe") == true failed
Asia,Sri Lanka,Beverages,Online,M,26/01/15,346363580,06/02/15,5535,47.45,31.79, Region.matches("Europe") == true failed
Asia,Sri Lanka,Office Supplies,Offline,M,09/12/11,549297797,13/12/11,8280,651.21,524.96, Region.matches("Europe") == true failed
Asia,Indonesia,Household,Online,H,09/07/11,483318459,04/08/11,3527,668.27,502.54, Region.matches("Europe") == true failed
Asia,India,Snacks,Online,M,30/11/12,386233651,25/12/12,3975,152.58,97.44, Region.matches("Europe") == true failed
Asia,India,Clothes,Online,H,17/12/16,673300826,31/12/16,3532,109.28,35.84, Region.matches("Europe") == true failed
Asia,Sri Lanka,Household,Online,M,20/06/11,680500304,29/07/11,4017,668.27,502.54, Region.matches("Europe") == true failed
Asia,Sri Lanka,Fruits,Online,H,22/06/14,913058125,29/06/14,3044,9.33,6.92, Region.matches("Europe") == true failed
Asia,Sri Lanka,Snacks,Online,H,29/07/15,782193362,08/08/15,7253,152.58,97.44, Region.matches("Europe") == true failed
Asia,Indonesia,Clothes,Online,H,16/06/17,292884194,23/07/17,9796,109.28,35.84, Region.matches("Europe") == true failed
Asia,India,Personal Care,Offline,M,13/04/17,457866656,30/04/17,1773,81.73,56.67, Region.matches("Europe") == true failed
Asia,India,Fruits,Offline,M,24/01/17,511700522,05/02/17,2411,9.33,6.92, Region.matches("Europe") == true failed
Asia,India,Clothes,Online,M,27/12/13,766707360,31/01/14,4601,109.28,35.84, Region.matches("Europe") == true failed
Asia,Indonesia,Meat,Offline,H,08/07/11,570693242,24/08/11,9667,421.89,364.69, Region.matches("Europe") == true failed
Asia,Sri Lanka,Cereal,Online,H,10/11/11,549058759,14/12/11,7543,205.7,117.11, Region.matches("Europe") == true failed
Asia,Indonesia,Household,Online,H,04/01/12,165599000,06/01/12,3279,668.27,502.54, Region.matches("Europe") == true failed
Asia,Indonesia,Cosmetics,Offline,H,30/10/16,117796885,06/11/16,7571,437.2,263.33, Region.matches("Europe") == true failed
Asia,India,Vegetables,Offline,M,03/08/12,423297059,05/09/12,1861,154.06,90.93, Region.matches("Europe") == true failed
Asia,Sri Lanka,Snacks,Offline,M,31/08/11,725808608,11/09/11,1751,152.58,97.44, Region.matches("Europe") == true failed
Asia,Indonesia,Meat,Online,M,19/01/17,286021173,01/02/17,8876,421.89,364.69, Region.matches("Europe") == true failed
Asia,India,Meat,Offline,M,17/08/11,959593808,28/08/11,3987,421.89,364.69, Region.matches("Europe") == true failed
Asia,India,Personal Care,Offline,M,13/10/11,191134059,15/11/11,9670,81.73,56.67, Region.matches("Europe") == true failed
Asia,India,Vegetables,Offline,H,07/12/16,109889733,05/01/17,7669,154.06,90.93, Region.matches("Europe") == true failed
Asia,Indonesia,Household,Online,H,11/02/15,386628472,28/03/15,812,668.27,502.54, Region.matches("Europe") == true failed
Asia,Indonesia,Office Supplies,Online,M,31/01/13,942880427,04/02/13,8126,651.21,524.96, Region.matches("Europe") == true failed
Asia,India,Cosmetics,Offline,H,16/11/11,485417449,15/12/11,4665,437.2,263.33, Region.matches("Europe") == true failed
Asia,Indonesia,Snacks,Online,H,22/05/13,695526254,06/07/13,529,152.58,97.44, Region.matches("Europe") == true failed
Asia,Sri Lanka,Meat,Offline,M,27/01/10,999643266,08/03/10,5511,421.89,364.69, Region.matches("Europe") == true failed
Asia,India,Clothes,Offline,M,09/02/14,921782386,10/02/14,4747,109.28,35.84, Region.matches("Europe") == true failed
Asia,Sri Lanka,Fruits,Online,H,07/05/14,820680272,22/06/14,6385,9.33,6.92, Region.matches("Europe") == true failed
Asia,India,Baby Food,Offline,H,01/02/12,843779885,23/02/12,2074,255.28,159.42, Region.matches("Europe") == true failed
Asia,Sri Lanka,Cereal,Online,M,28/04/17,136706674,14/06/17,3397,205.7,117.11, Region.matches("Europe") == true failed
Asia,Indonesia,Snacks,Offline,M,19/04/15,665762317,05/05/15,2719,152.58,97.44, Region.matches("Europe") == true failed
Asia,Indonesia,Cereal,Offline,H,09/10/11,405949819,15/11/11,8427,205.7,117.11, Region.matches("Europe") == true failed
Asia,Indonesia,Personal Care,Offline,H,22/09/10,501512420,03/11/10,7525,81.73,56.67, Region.matches("Europe") == true failed
Asia,Sri Lanka,Vegetables,Offline,M,26/11/11,572832572,14/01/12,2743,154.06,90.93, Region.matches("Europe") == true failed
Asia,Indonesia,Fruits,Online,M,10/12/16,356625497,25/01/17,2264,9.33,6.92, Region.matches("Europe") == true failed
Asia,Sri Lanka,Clothes,Online,H,04/04/12,377551019,21/04/12,4591,109.28,35.84, Region.matches("Europe") == true failed
Asia,Sri Lanka,Baby Food,Offline,H,19/10/13,361076676,19/11/13,9467,255.28,159.42, Region.matches("Europe") == true failed
Asia,India,Meat,Offline,H,01/04/11,310330140,21/05/11,2440,421.89,364.69, Region.matches("Europe") == true failed
Asia,Sri Lanka,Meat,Offline,H,24/02/13,788323819,24/03/13,1391,421.89,364.69, Region.matches("Europe") == true failed
Asia,India,Fruits,Offline,M,17/07/14,988864219,20/07/14,5752,9.33,6.92, Region.matches("Europe") == true failed
Asia,Indonesia,Snacks,Online,H,17/12/14,892963874,27/12/14,6709,152.58,97.44, Region.matches("Europe") == true failed
Asia,Indonesia,Office Supplies,Online,M,12/01/13,890807807,06/02/13,8681,651.21,524.96, Region.matches("Europe") == true failed
Asia,India,Clothes,Online,H,28/01/11,828432929,09/02/11,568,109.28,35.84, Region.matches("Europe") == true failed
Asia,Indonesia,Snacks,Offline,H,17/03/12,210907304,12/04/12,1013,152.58,97.44, Region.matches("Europe") == true failed
Asia,Indonesia,Clothes,Online,H,29/10/13,325734174,10/12/13,835,109.28,35.84, Region.matches("Europe") == true failed
Asia,Sri Lanka,Office Supplies,Offline,H,13/06/13,275224101,18/06/13,3782,651.21,524.96, Region.matches("Europe") == true failed
Asia,India,Cereal,Offline,M,16/04/13,551314818,09/05/13,5161,205.7,117.11, Region.matches("Europe") == true failed
Asia,Indonesia,Fruits,Online,M,26/01/10,309893691,12/03/10,3285,9.33,6.92, Region.matches("Europe") == true failed
Asia,Indonesia,Vegetables,Online,M,16/03/13,285330235,27/04/13,4412,154.06,90.93, Region.matches("Europe") == true failed
Asia,Indonesia,Beverages,Offline,M,26/11/13,500722777,29/11/13,3852,47.45,31.79, Region.matches("Europe") == true failed
